범위,이벤트,모델,τ,변수,β,SE,p,n,유효n,BW,방법
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.05,GPR_custom_z,-0.00231,0.00599,0.7,299,15.0,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.1,SP500_z,0.01801,0.00428,0.0,299,29.9,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.1,GPR_custom_z,-0.00186,0.00459,0.6858,299,29.9,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.2,SP500_z,0.01646,0.00376,0.0,299,59.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.2,GPR_custom_z,-0.00172,0.00331,0.6032,299,59.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.25,SP500_z,0.01619,0.00369,0.0,299,74.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.25,GPR_custom_z,0.00013,0.00293,0.9656,299,74.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.5,SP500_z,0.01655,0.00345,0.0,299,149.5,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.5,GPR_custom_z,-0.00035,0.00204,0.8626,299,149.5,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.75,SP500_z,0.0196,0.00371,0.0,299,224.2,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.75,GPR_custom_z,-0.00068,0.00311,0.8271,299,224.2,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.9,SP500_z,0.02294,0.00437,0.0,299,269.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.9,GPR_custom_z,-8e-05,0.00483,0.9864,299,269.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.95,SP500_z,0.01494,0.00586,0.0113,299,284.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,SP500+GPR,0.95,GPR_custom_z,-0.00397,0.00624,0.5251,299,284.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.01,Gold_z,0.03048,0.00972,0.0019,299,3.0,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.01,GPR_custom_z,-0.00973,0.01154,0.3997,299,3.0,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.025,Gold_z,0.00133,0.00601,0.8247,299,7.5,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.025,GPR_custom_z,-0.00608,0.00779,0.4357,299,7.5,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.05,Gold_z,0.00319,0.00568,0.5748,299,15.0,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.05,GPR_custom_z,-0.00215,0.00656,0.7434,299,15.0,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.1,Gold_z,0.00369,0.00488,0.4495,299,29.9,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.1,GPR_custom_z,-0.00163,0.00475,0.7309,299,29.9,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.2,Gold_z,0.0035,0.00428,0.4133,299,59.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.2,GPR_custom_z,7e-05,0.00325,0.9833,299,59.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.25,Gold_z,0.00613,0.00418,0.1437,299,74.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.25,GPR_custom_z,-0.0004,0.00287,0.8891,299,74.8,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.5,Gold_z,0.00646,0.00376,0.0863,299,149.5,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.5,GPR_custom_z,0.00063,0.00222,0.7781,299,149.5,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.75,Gold_z,0.00139,0.00339,0.6808,299,224.2,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.75,GPR_custom_z,-0.0019,0.00316,0.5472,299,224.2,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.9,Gold_z,-0.00172,0.0039,0.6589,299,269.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.9,GPR_custom_z,-0.00071,0.00538,0.8951,299,269.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.95,Gold_z,-0.0098,0.00495,0.0489,299,284.1,5,HAC(bw=5)
이벤트별,이스라엘-이란 충돌,Gold+GPR,0.95,GPR_custom_z,-0.00324,0.0069,0.6388,299,284.1,5,HAC(bw=5)
이벤트별,이란 전쟁,SP500+GPR,0.01,SP500_z,0.01358,0.00529,0.0108,272,2.7,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.01,GPR_custom_z,0.00506,0.00563,0.3694,272,2.7,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.025,SP500_z,0.01371,0.00526,0.0097,272,6.8,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.025,GPR_custom_z,0.0094,0.0043,0.0296,272,6.8,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.05,SP500_z,0.01636,0.00529,0.0022,272,13.6,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.05,GPR_custom_z,0.00662,0.00345,0.056,272,13.6,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.1,SP500_z,0.0153,0.0047,0.0013,272,27.2,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.1,GPR_custom_z,0.00521,0.00287,0.0705,272,27.2,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.2,SP500_z,0.01457,0.00411,0.0005,272,54.4,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.2,GPR_custom_z,0.00171,0.00257,0.5069,272,54.4,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.25,SP500_z,0.01392,0.00387,0.0004,272,68.0,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.25,GPR_custom_z,0.00275,0.00197,0.1639,272,68.0,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.5,SP500_z,0.01251,0.00317,0.0001,272,136.0,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.5,GPR_custom_z,0.00195,0.00114,0.0884,272,136.0,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.75,SP500_z,0.01045,0.00262,0.0001,272,204.0,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.75,GPR_custom_z,0.00164,0.00199,0.41,272,204.0,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.9,SP500_z,0.00946,0.00271,0.0006,272,244.8,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.9,GPR_custom_z,0.00422,0.00413,0.308,272,244.8,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.95,SP500_z,0.00695,0.00304,0.0229,272,258.4,4,HAC(bw=4)
이벤트별,이란 전쟁,SP500+GPR,0.95,GPR_custom_z,0.00572,0.00576,0.3219,272,258.4,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.01,Gold_z,-0.00036,0.00234,0.8765,272,2.7,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.01,GPR_custom_z,0.01213,0.00596,0.043,272,2.7,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.025,Gold_z,0.00116,0.00195,0.552,272,6.8,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.025,GPR_custom_z,0.0079,0.00503,0.1173,272,6.8,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.05,Gold_z,0.00172,0.00188,0.3624,272,13.6,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.05,GPR_custom_z,0.00737,0.0047,0.1177,272,13.6,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.1,Gold_z,0.00014,0.00136,0.9182,272,27.2,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.1,GPR_custom_z,0.0051,0.0033,0.1228,272,27.2,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.2,Gold_z,-0.00041,0.00115,0.7245,272,54.4,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.2,GPR_custom_z,0.00308,0.00245,0.2093,272,54.4,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.25,Gold_z,0.00043,0.00106,0.6877,272,68.0,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.25,GPR_custom_z,0.003,0.00204,0.1425,272,68.0,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.5,Gold_z,0.00256,0.00104,0.014,272,136.0,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.5,GPR_custom_z,0.00274,0.00122,0.0251,272,136.0,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.75,Gold_z,0.0023,0.00111,0.039,272,204.0,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.75,GPR_custom_z,0.00244,0.00214,0.2537,272,204.0,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.9,Gold_z,0.00318,0.00145,0.0296,272,244.8,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.9,GPR_custom_z,0.00371,0.00409,0.365,272,244.8,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.95,Gold_z,0.00409,0.00182,0.025,272,258.4,4,HAC(bw=4)
이벤트별,이란 전쟁,Gold+GPR,0.95,GPR_custom_z,0.0075,0.00627,0.2327,272,258.4,4,HAC(bw=4)
