date,N,mean_tone,sum_tone_x_polarity,sum_polarity,mean_pos,mean_neg,relative_N,coverage_scaled,F1_raw,F2_raw,F3_raw,F4_raw,F5_raw,F1_z,F2_z,F3_z,F4_z,F5_z,event_name,event_date
2019-01-01,355,-2.5918409153683584,-7328.850564994406,2586.936869604711,2.347652598097103,4.939493513465461,0.2932444770168127,0.257154159269374,2.5918409153683584,2.833022580142928,0.666502671551515,0.6778364860322937,2.833022580142928,-1.1302483271267632,-1.2312849926014224,-0.966705033240852,-1.193955373675189,-2.945109198279607,hormuz_crisis,2019-06-13
2019-01-02,406,-3.543996948473769,-12097.72236380275,3036.6808321290573,1.9677562451338764,5.511753193607646,0.3353725568135943,0.2892103216939934,3.543996948473769,3.983863643424415,1.02496049755063,0.7369137292692601,3.4387284029226577,0.1819317916028949,0.2609264864494164,-0.7454216655565656,0.2500423355697475,-1.0185405687402729,hormuz_crisis,2019-06-13
2019-01-03,1149,-4.9704400555358985,-56390.22808831418,10409.89603358663,2.0447608397632164,7.015200895299114,0.9491208565980784,0.6673784281452811,4.9704400555358985,5.416982831180636,3.317164471453892,0.7743080048726995,4.16871158678169,2.147733845580607,2.1191473746753897,0.669602858879037,1.1640533041190133,1.303317087605044,hormuz_crisis,2019-06-13
2019-01-04,599,-2.927566736740685,-14089.868111443611,4249.211005536654,2.0831373374198527,5.010704074160538,0.4947984274171009,0.401991366592982,2.927566736740685,3.31587866384718,1.1768565532945447,0.7063456572317475,3.920722949696924,-0.6675796753174849,-0.6052008061556148,-0.6516531150742655,-0.4971188991065283,0.5145395808986764,hormuz_crisis,2019-06-13
2019-01-05,384,-2.6625654366096367,-7587.785887027781,2617.794010994043,2.0773032335103423,4.739868670119978,0.3171996596463551,0.2755080131282647,2.6625654366096367,2.8985419995465973,0.7335581132643115,0.695283724266345,3.6711122075537954,-1.0327818327153322,-1.1463307509999576,-0.9253103338158722,-0.7675006059473646,-0.2793973556855776,hormuz_crisis,2019-06-13
2019-01-06,634,-2.0434093087066927,-10555.458594439722,5081.813709582565,2.9860348642448917,5.029444172951584,0.5237098547286176,0.4211480551027732,2.0434093087066927,2.0771045925071463,0.8605778561407259,0.6274664495549229,3.33091863213498,-1.8860499244735,-2.211428588759518,-0.8468984414607741,-2.425126858711501,-1.3614511278697314,hormuz_crisis,2019-06-13
2019-01-07,610,-3.400950504092769,-18076.381288522323,4650.714131082927,2.1115855111363424,5.512536015229111,0.5038848760007204,0.4080516773856268,3.400950504092769,3.886796904524683,1.3877635579005476,0.7230388440380789,3.4374693258896656,-0.0152026000781961,0.1350671418000309,-0.5214558955901055,-0.0890950613717087,-1.022545315306525,hormuz_crisis,2019-06-13
2019-01-08,533,-4.061624802137352,-19692.55761398965,4077.615025967725,1.7943424075314438,5.855967209668796,0.4402797359153836,0.364837355774024,4.061624802137352,4.829430313695711,1.4818324529579852,0.7654549296283104,3.68187333778265,0.8952822875954604,1.3573109759668935,-0.4633852373902735,0.947661684059944,-0.2451694266520498,hormuz_crisis,2019-06-13
2019-01-09,557,-3.3446374016222604,-16020.500773999436,4266.464221125637,2.1575414617792075,5.502178863401468,0.4601047146432808,0.3785081555067312,3.3446374016222604,3.7549830359933702,1.265972533726868,0.7183263395810322,3.693808065748229,-0.0928085080561033,-0.0358462657904771,-0.596639992652996,-0.2042806263698407,-0.207208635066709,hormuz_crisis,2019-06-13
2019-01-10,457,-3.437175642672769,-12397.401252003076,3170.736178971183,1.7504889609077985,5.187664603580568,0.3775006366103758,0.3202707241939188,3.437175642672769,3.909944111473095,1.1008267322605063,0.747701035349326,3.726992295939849,0.0347197918304845,0.1650804329645787,-0.6985878829118832,0.5137114645786677,-0.1016595475753743,hormuz_crisis,2019-06-13
2019-01-11,589,-3.775581233505073,-18781.7888280391,4338.869299432296,1.7954600618826877,5.57104129538776,0.4865380196138104,0.396449939727534,3.775581233505073,4.328728876552363,1.4968289524594944,0.7562669203731783,3.814684786844509,0.5010814730234995,0.7080880242309356,-0.454127590681291,0.7230834270191661,0.1772639754770338,hormuz_crisis,2019-06-13
2019-01-12,395,-2.3475327558856467,-8812.704135956405,2667.216672409468,2.20245725801853,4.549990013904175,0.3262861082299747,0.2823826363850347,2.3475327558856467,3.30408257683667,0.6629024886072151,0.6738282922731512,3.743527703886575,-1.4669329655374497,-0.6204959298756308,-0.9689275000093588,-1.2919257983139276,-0.0490653722699431,hormuz_crisis,2019-06-13
2019-01-13,219,-2.880675484831485,-5203.075007698626,1573.038734205997,2.151074892757765,5.031750377589251,0.1809029308920619,0.1662793415358659,2.880675484831485,3.307658543020505,0.4789968227962906,0.7005252373828323,3.685085585411196,-0.7322011935962901,-0.6158592359319852,-1.082456239278571,-0.6393847271676818,-0.2349522299887139,hormuz_crisis,2019-06-13
2019-01-14,373,-2.8431326388357507,-8651.281498049872,2650.299343690337,2.131113765957912,4.974246404793663,0.3081132110627356,0.268585802089786,2.8431326388357507,3.2642657964830604,0.7636250602493501,0.7000695651248751,3.630520973496893,-0.783939537316555,-0.6721234383111463,-0.90674939079199,-0.6505225132356184,-0.4085059018267222,hormuz_crisis,2019-06-13
2019-01-15,342,-3.9855323351851,-11795.19886190078,2637.179757185932,1.8627597932055957,5.848292128390696,0.282505946872535,0.2488159349896861,3.9855323351851,4.47265637837564,0.991663954410708,0.7584298728441218,3.7365688264946906,0.7904181488952178,0.894708294591651,-0.7659763045233969,0.7759514730232774,-0.07119947495776,hormuz_crisis,2019-06-13
2019-01-16,414,-2.8746064043419297,-9708.894428373038,3091.041595413878,2.295838821275748,5.170445225617677,0.3419808830562266,0.2941467933334422,2.8746064043419297,3.140978252372258,0.8455562559329551,0.692505829291212,3.663463137278739,-0.7405650819512176,-0.8319813843089667,-0.8561715833505281,-0.8353994069209542,-0.3037267550125248,hormuz_crisis,2019-06-13
2019-01-17,498,-2.9998730498408275,-11521.160086230802,3523.687393163558,2.037902223235769,5.037775273076597,0.4113683086038668,0.344559665459656,2.9998730498408275,3.2696317240239443,1.0336352544745937,0.7119848630328525,3.616197403679181,-0.5679332904710785,-0.6651658323238948,-0.7400665601947928,-0.3592824021309712,-0.4540648831605622,hormuz_crisis,2019-06-13
2019-01-18,422,-3.345879798272545,-11605.132782034396,3025.6506843379293,1.9119542766195683,5.257834074892113,0.348589209298859,0.2990590158766186,3.345879798272545,3.835582488787473,1.0006155197128463,0.7333318386983556,3.6420102875859626,-0.0910963431089757,0.0686611527418753,-0.7604503196726494,0.1624918424229085,-0.3719618382459183,hormuz_crisis,2019-06-13
