date,event_name,event_date,GPR_custom,F3_raw,GPR,GPR_zscore,N,mean_tone,BTC,Gold,TLT,DXY,SP500,NASDAQ,VIX,fear_greed,fg_label,fear_greed_lag1
2022-05-09,russia_ukraine_war,2022-02-24,1.4658193128703527,3.4009864686127806,142.26,0.789640429624822,11003,-2.820168171128227,-0.17360786110208729,-0.012893727062383077,0.008758924492071047,-9.649448640132322e-05,-0.03256151953960419,-0.04388217736122383,34.75,11.0,Extreme Fear,22.0
2022-05-10,russia_ukraine_war,2022-02-24,1.378327651514503,3.306058315705868,142.26,0.789640429624822,10355,-2.840704729071605,0.023678692386482958,-0.00930488248338918,0.009028630893811514,0.002601501139250629,0.002454881760409255,0.009795918759569098,32.9900016784668,10.0,Extreme Fear,11.0
2022-05-11,russia_ukraine_war,2022-02-24,0.6867359748205352,2.5556837152358565,142.26,0.789640429624822,8790,-2.4245812526141526,-0.06962706368652095,0.006878809072376239,0.019088988296778638,-0.0006738191134784396,-0.016600232095697796,-0.03233171754963604,32.560001373291016,12.0,Extreme Fear,10.0
2022-05-12,russia_ukraine_war,2022-02-24,0.871330341294806,2.755967970613672,142.26,0.789640429624822,9641,-2.4711967850790404,0.0038423156405122537,-0.015667781369351496,-0.0018671075379475652,0.00958320716594217,-0.0012968049941124407,0.0005911297635777632,31.770000457763672,12.0,Extreme Fear,12.0
2022-05-13,russia_ukraine_war,2022-02-24,1.046510252442756,2.946037574207502,142.26,0.789640429624822,8687,-2.815378889769839,0.008069582993285078,-0.009032901296614637,-0.014891142342452195,-0.0027696968283255044,0.023589267956869442,0.03746043705688076,28.8700008392334,10.0,Extreme Fear,12.0
2022-05-16,russia_ukraine_war,2022-02-24,0.4160201764644816,2.261958001237373,142.26,0.789640429624822,8679,-2.1628740491817577,0.019606831133801978,0.003369317747265814,-0.0010352204558797724,-0.003544867110290127,-0.003954208517722458,-0.012119735300261386,27.469999313354492,14.0,Extreme Fear,10.0
2022-05-17,russia_ukraine_war,2022-02-24,1.144458924063846,3.0523115474363136,142.26,0.789640429624822,9372,-2.784184548109508,0.018675310971867837,0.0025882941096002548,-0.012157161954197509,-0.007998132916947438,0.01996891958146264,0.02721234267157295,26.100000381469727,8.0,Extreme Fear,14.0
2022-05-18,russia_ukraine_war,2022-02-24,1.37262262354827,3.299868379902568,142.26,0.789640429624822,10290,-2.8459652431747045,-0.05768962303395388,-0.0012657478221988101,0.021093472548589186,0.004344235747732309,-0.041233809291248875,-0.048411549090263566,30.959999084472656,12.0,Extreme Fear,8.0
2022-05-19,russia_ukraine_war,2022-02-24,1.6392293268893805,3.5891357398837345,142.26,0.789640429624822,9909,-3.165724922903101,0.054017472510896065,0.013836280412998598,0.002392335190096888,-0.010555429861684978,-0.005850864777347809,-0.0026001545007437324,29.350000381469727,13.0,Extreme Fear,12.0
2022-05-20,russia_ukraine_war,2022-02-24,0.8087756085601118,2.688096299850237,142.26,0.789640429624822,8495,-2.604832158169171,-0.03742660999960213,0.00032587437499885286,0.011286146505121279,0.004177402484633121,0.0001461310919903067,-0.0029793544332796817,29.43000030517578,13.0,Extreme Fear,13.0
2022-05-23,russia_ukraine_war,2022-02-24,1.706346949013059,3.661958130006047,142.26,0.789640429624822,9292,-3.3577363014679658,-0.0034933376443547284,0.003252387863293797,-0.016591222284637566,-0.010427416776148505,0.018384995412060758,0.015784537853141906,28.479999542236328,10.0,Extreme Fear,13.0
2022-05-24,russia_ukraine_war,2022-02-24,1.34696394358885,3.272028800029114,142.26,0.789640429624822,9239,-3.0106756683081763,0.01894978176706928,0.009318889191803466,0.019540194132100803,-0.002157510085405724,-0.008153950903558081,-0.023757491497016416,29.450000762939453,12.0,Extreme Fear,10.0
2022-05-25,russia_ukraine_war,2022-02-24,0.9842066478653512,2.8784383766345973,142.26,0.789640429624822,7893,-2.921452080230966,-0.0031485281301596416,-0.01018521174530886,0.003946444652466027,0.001961524266019214,0.009406385648931585,0.015004344262053887,28.3700008392334,11.0,Extreme Fear,12.0
2022-05-26,russia_ukraine_war,2022-02-24,0.733645642794839,2.606580544319552,142.26,0.789640429624822,7602,-2.709820357465288,-0.010033699544872113,0.0006498122657287857,-0.00453554371747045,-0.0022560775494814803,0.019688166007720866,0.026401101904935817,27.5,12.0,Extreme Fear,11.0
